author,title,description,url,urlToImage,publishedAt,content,source.id,source.name
Reuters Editorial,"China issues text of Phase 1 trade deal, commitments in line with U.S. version",China's finance ministry released the Chinese-language version of the Phase 1 trade deal signed in Washington on Wednesday to boost Chinese purchases of U.S. products and defuse a months-long trade dispute.,https://uk.reuters.com/article/usa-trade-china-text-idUKB9N29002Q,https://s4.reutersmedia.net/resources_v2/images/rcom-default.png,2020-01-16T02:58:33Z,"BEIJING, Jan 16 (Reuters) - China’s finance ministry released the Chinese-language version of the Phase 1 trade deal signed in Washington on Wednesday to boost Chinese purchases of U.S. products and defuse a months-long trade dispute. 
China agreed to buy at… [+598 chars]",reuters,Reuters
Reuters Editorial,U.S.-China deal could hurt Malaysia palm oil exports to China: Malaysian official,"Malaysia's palm oil exports to China jumped 33.9% in 2019 to 2.49 million tonnes but Beijing's latest trade deal with the United States could limit gains this year, a Malaysian palm official said on Thursday.",https://www.reuters.com/article/us-usa-trade-china-malaysia-idUSKBN1ZF09A,https://s4.reutersmedia.net/resources_v2/images/rcom-default.png,2020-01-16T02:58:21Z,"KUALA LUMPUR (Reuters) - Malaysia’s palm oil exports to China jumped 33.9% in 2019 to 2.49 million tonnes but Beijing’s latest trade deal with the United States could limit gains this year, a Malaysian palm official said on Thursday. 
“Now with the 1st deal … [+390 chars]",reuters,Reuters
Leonardo Benassatto,Brazilian tribes and forest tappers unite against Bolsonaro,Brazilian indigenous tribes and rubber tappers joined forces on Wednesday to oppose steps by Brazilian far-right President Jair Bolsonaro that they say are destroying the Amazon forest they depend on.,https://uk.reuters.com/article/uk-brazil-indigenous-idUKKBN1ZF08M,https://s4.reutersmedia.net/resources/r/?m=02&d=20200116&t=2&i=1477036698&w=1200&r=LYNXMPEG0F07T,2020-01-16T02:58:14Z,"XINGU INDIGENOUS PARK, Brazil (Reuters) - Brazilian indigenous tribes and rubber tappers joined forces on Wednesday to oppose steps by Brazilian far-right President Jair Bolsonaro that they say are destroying the Amazon forest they depend on. 
Some 450 membe… [+2373 chars]",reuters,Reuters
Reuters Editorial,"Merkel, state leaders agree terms of brown coal exit: document","Germany has reached an agreement with the regions most affected by a plan to phase out the use of brown coal, or lignite, for its power plants by providing about 40 billion euros ($45 billion) in aid, a document reviewed by Reuters showed.'",https://www.reuters.com/article/us-climate-change-germany-coal-idUSKBN1ZF08E,https://s3.reutersmedia.net/resources/r/?m=02&d=20200116&t=2&i=1477038483&w=1200&r=LYNXMPEG0F07O,2020-01-16T02:56:51Z,"BERLIN (Reuters) - Germany has reached an agreement with the regions most affected by a plan to phase out the use of brown coal, or lignite, for its power plants by providing about 40 billion euros ($45 billion) in aid, a document reviewed by Reuters showed. … [+1874 chars]",reuters,Reuters
Tim Reid,U.S. debate mystery solved: Warren told Sanders he called her a liar on national TV,"The mystery of what presidential rivals Elizabeth Warren and Bernie Sanders said to each other in a heated exchange after Tuesday night's Democratic debate has been solved, with debate host CNN revealing that Warren accused Sanders of calling her a liar on na…",https://www.reuters.com/article/us-usa-election-exchange-idUSKBN1ZF088,https://s4.reutersmedia.net/resources/r/?m=02&d=20200116&t=2&i=1477037081&w=1200&r=LYNXMPEG0F07R,2020-01-16T02:53:56Z,"DES MOINES, Iowa (Reuters) - The mystery of what presidential rivals Elizabeth Warren and Bernie Sanders said to each other in a heated exchange after Tuesday night’s Democratic debate has been solved, with debate host CNN revealing that Warren accused Sander… [+1743 chars]",reuters,Reuters
,"Merkel, state leaders agree terms of brown coal exit - document","Germany has reached an agreement with the regions most affected by a plan to phase out the use of brown coal, or lignite, for its power plants by providing about 40 billion euros ($45 billion) in aid, a document reviewed by Reuters showed.",https://af.reuters.com/article/worldNews/idAFKBN1ZF08G,,2020-01-16T02:49:17Z,,reuters,Reuters
Reuters Editorial,European firms get 'crumbs' from China's Belt and Road - business group,"China's Belt and Road Initiative (BRI), an investment plan aiming to connect Europe with Asia, is sidelining European companies and Brussels should review its competition law to level the playing field, a business lobby said on Thursday.",https://www.reuters.com/article/us-china-europe-silkroad-idUSKBN1ZF08O,https://s2.reutersmedia.net/resources/r/?m=02&d=20200116&t=2&i=1477037521&w=1200&r=LYNXMPEG0F08C,2020-01-16T02:48:51Z,"BEIJING (Reuters) - China’s Belt and Road Initiative (BRI), an investment plan aiming to connect Europe with Asia, is sidelining European companies and Brussels should review its competition law to level the playing field, a business lobby said on Thursday. … [+2163 chars]",reuters,Reuters
Leonardo Benassatto,Brazilian tribes and forest tappers unite against Bolsonaro,Brazilian indigenous tribes and rubber tappers joined forces on Wednesday to oppose steps by Brazilian far-right President Jair Bolsonaro that they say are destroying the Amazon forest they depend on.,https://www.reuters.com/article/us-brazil-indigenous-idUSKBN1ZF08W,https://s4.reutersmedia.net/resources/r/?m=02&d=20200116&t=2&i=1477037372&w=1200&r=LYNXMPEG0F07V,2020-01-16T02:47:06Z,"XINGU INDIGENOUS PARK, Brazil (Reuters) - Brazilian indigenous tribes and rubber tappers joined forces on Wednesday to oppose steps by Brazilian far-right President Jair Bolsonaro that they say are destroying the Amazon forest they depend on. 
Some 450 membe… [+2373 chars]",reuters,Reuters
Reuters Editorial,U.S.-China deal could hurt Malaysia palm oil exports to China- Malaysian official,"Malaysia's palm oil exports to China jumped 33.9% in 2019 to 2.49 million tonnes but Beijing's latest trade deal with the United States could limit gains this year, a Malaysian palm official said on Thursday.'",https://www.reuters.com/article/usa-trade-china-malaysia-idUSK7N28500V,https://s4.reutersmedia.net/resources_v2/images/rcom-default.png,2020-01-16T02:46:48Z,"KUALA LUMPUR, Jan 16 (Reuters) - Malaysia’s palm oil exports to China jumped 33.9% in 2019 to 2.49 million tonnes but Beijing’s latest trade deal with the United States could limit gains this year, a Malaysian palm official said on Thursday. 
“Now with the 1… [+398 chars]",reuters,Reuters
,U.S. debate mystery solved: Warren told Sanders he called her a liar on national TV,The mystery of what presidential rivals Elizabeth Warren and Bernie Sanders said to each other in a heated exchange after Tuesday night,https://af.reuters.com/article/worldNews/idAFKBN1ZF08A,,2020-01-16T02:46:44Z,,reuters,Reuters
