author,title,description,url,urlToImage,publishedAt,content,source.id,source.name
By Sam Jones,Volcanic Eruptions Helped Dinosaurs Dominate Planet Earth,"Massive eruptions transformed the climate in the Triassic era, creating the conditions in which dinosaurs diversified into many more species.",https://www.nytimes.com/2021/09/27/science/dinosaurs-volcanoes-triassic.html,https://static01.nyt.com/images/2021/09/27/science/27tb-dino/27tb-dino-articleLarge.jpg,2021-09-27T19:00:12+0000,The relationship between dinosaurs and volcanoes has historically not always appeared so amiable.,the-new-york-times,The New York Times
By Melina Delkic,Your Tuesday Briefing,Germany’s election results.,https://www.nytimes.com/2021/09/27/briefing/germany-election-australia-lockdown-china-power.html,https://static01.nyt.com/images/2021/09/28/world/28ambriefing-asia-nl1-promo/28ambriefing-asia-nl1-articleLarge.jpg,2021-09-27T21:07:43+0000,"The center-left Social Democratic Party won Germany’s election, defeating Chancellor Angela Merkel’s Christian Democratic Union by 1.6 percentage points, with 25.7 percent of the vote. Olaf Scholz did the unthinkable, carrying his long-dead Social Democrats to victory.",the-new-york-times,The New York Times
By Cora Engelbrecht and Sharif Hassan,New Taliban Chancellor Bars Women From Kabul University,"The new policy for Afghanistan’s premier university is another major blow to women’s rights under Taliban rule, and to a two-decade effort to build up higher education.",https://www.nytimes.com/2021/09/27/world/asia/taliban-women-kabul-university.html,https://static01.nyt.com/images/2021/09/27/world/27kabul-university1/merlin_194518095_33afbbb5-70f2-45c3-9f50-15d2e1df4d3c-articleLarge.jpg,2021-09-27T21:12:57+0000,"Tightening the Taliban’s restrictions on women, the group’s new chancellor for Kabul University announced on Monday that women would be indefinitely banned from the institution either as instructors or students.",the-new-york-times,The New York Times
By Neil MacFarquhar,Murders Spiked in 2020 in Cities Across the United States,"The year-to-year increase in homicides from 2019 was the largest since national record-keeping began in 1960. But overall, major crimes declined last year.",https://www.nytimes.com/2021/09/27/us/fbi-murders-2020-cities.html,https://static01.nyt.com/images/2021/09/27/us/27crimedata/merlin_174571419_965def5a-a33b-4a3b-87ca-c66619809aa8-articleLarge.jpg,2021-09-27T15:56:23+0000,"The United States experienced its biggest one-year increase on record in homicides in 2020, according to new figures released on Monday by the F.B.I., with some cities hitting record highs.",the-new-york-times,The New York Times
,Quotation of the Day: No Option to Work From Home,"Quotation of the Day for Monday, September 27, 2021.",https://www.nytimes.com/2021/09/27/todayspaper/quotation-of-the-day-no-option-to-work-from-home.html,,2021-09-27T08:58:20+0000,"“I would tell them, ‘Remember that everybody who was born has to die, so calm down.’ They laughed. If you get more stressed, you’ll die faster. So, you better laugh.”",the-new-york-times,The New York Times
By Katie Van Syckle,"It’s His Party, and He’ll Cry if He Wants To","“Slave Play” received a record number of nominations, though took home none. Still, Jeremy O. Harris found reasons to celebrate.",https://www.nytimes.com/2021/09/27/style/jeremy-o-harris-slave-play-party.html,https://static01.nyt.com/images/2021/09/27/fashion/27tonys-slaveplay-party1/merlin_195417345_d7194856-1190-470c-a67a-dca291d791f2-articleLarge.jpg,2021-09-27T17:57:15+0000,"Upstairs, removed from the bouncing party celebrating his Tony-nominated drama, “Slave Play,” the playwright Jeremy O. Harris cried — out of happiness for his friends who won awards but also frustration with himself for believing he would too.",the-new-york-times,The New York Times
By Adam Satariano and Ryan Mac,Facebook Delays Instagram App for Users 13 and Younger,The social media giant said it still wanted to build a child-focused Instagram product but would postpone the plans in the face of criticism.,https://www.nytimes.com/2021/09/27/technology/facebook-instagram-for-kids.html,https://static01.nyt.com/images/2021/09/27/arts/27instagram-sub/merlin_193097148_79934b74-791c-421b-9404-2c3b8aab3d0f-articleLarge.jpg,2021-09-27T12:40:12+0000,"Facebook said on Monday that it had paused development of an Instagram Kids service that would be tailored for children 13 years old or younger, as the social network increasingly faces questions about the app’s effect on young people’s mental health.",the-new-york-times,The New York Times
By Margalit Fox,"Frances T. Farenthold, Liberal Force in Texas and Beyond, Dies at 94","Known as Sissy, she was an advocate for racial parity and women’s rights, and her name was placed in nomination for the vice presidency in 1972. Tragedy trailed her.",https://www.nytimes.com/2021/09/27/us/frances-t-farenthold-liberal-force-in-texas-and-beyond-dies-at-94.html,https://static01.nyt.com/images/2021/09/28/obituaries/27Farenthold1-print1/27Farenthold1-articleLarge.jpg,2021-09-27T17:41:08+0000,"The year was 1968, the place Corpus Christi, Texas. The scene was a victory party for a Democratic candidate, elected to the Texas House of Representatives the night before.",the-new-york-times,The New York Times
By Jane E. Brody,One Broken Bone? You May Be at Risk for Another,"Any fracture in an older woman or man, whether from a car accident or sidewalk slip, may be a sign you should have your bone health checked.",https://www.nytimes.com/2021/09/27/well/live/broken-bone-fracture-risk.html,https://static01.nyt.com/images/2021/09/28/science/27sci-brody-fractures/27sci-brody-fractures-articleLarge.jpg,2021-09-27T10:03:05+0000,"Let’s say you’re a woman in your mid-50s, or perhaps a man in your early 70s, and you break a leg or a hip after falling from a six-foot ladder. That would be distressing, to be sure, but neither you nor your doctor would likely be surprised by the severity of your injury given the nature of the accident.",the-new-york-times,The New York Times
By Nancy Hass,A Cartier Tiara for Life’s Grandest Occasions,This diamond-encrusted diadem is sure to be the crowning glory of any royal fantasy.,https://www.nytimes.com/2021/09/27/t-magazine/cartier-tiara-diadem.html,https://static01.nyt.com/images/2021/09/27/t-magazine/27tmag-cartiertiara-slide-PFCX-copy/27tmag-cartiertiara-slide-PFCX-copy-articleLarge.jpg,2021-09-27T13:00:07+0000,"A tiara is never worn casually. Unlike a necklace or bracelet, which can be little more than a simple rope or chain offhandedly draped around the neck or wrist, diadems are, by definition, grand. The early Greeks replaced laurel and olive wreaths with gold versions in increasingly complex styles. During the 18th century, gemstones became the focus and the tiara morphed from a unisex accouterment into a female-identified one. Napoleon, a die-hard neo-classicist, was a particular champion — he lavished tiaras on both wives — as was Queen Victoria, whose example was followed by the ladies of her court. This design, by Cartier, the Paris-based house that has been crafting tiaras since the turn of the 20th century — including the 1936 Halo commissioned by King George VI for his wife, Queen Elizabeth, the Queen Mother, and later worn by Kate Middleton, the Duchess of Cambridge, at her wedding in 2011 — continues that tradition. Made of 18-karat white-gold arabesques and adorned with diamonds in cushion, square and brilliant cuts, it brings fantasy, and history’s most regal moments, vividly alive. Cartier Sixième Sens High Jewelry Manour tiara, price on request, (800) 227-8437.",the-new-york-times,The New York Times
By Alexandra E. Petri and Emily Palmer,"Gloria Allred, lawyer for survivors, says ‘justice has been done.’","Ms. Allred represented three of the six victims whose accounts were at the center of the federal sex trafficking and racketeering case against the singer R. Kelly, as well as two other key witnesses in the trial.",https://www.nytimes.com/2021/09/27/nyregion/gloria-allred-r-kelly-trial.html,,2021-09-27T21:36:41+0000,"Shortly after a jury found R. Kelly guilty of a decades-long scheme to recruit women and teenage girls for sex, Gloria Allred, a women’s rights attorney who represented several of the singer’s accusers, stood outside the federal courthouse in Brooklyn and declared “justice has been done.”",the-new-york-times,The New York Times
By Florence Fabricant,Two Institutions Come Together for a Briny Collaboration,What started out as an April Fools’ gag is now a one-of-a-kind jarred pickle from Katz's Delicatessen and Hendrick’s Gin.,https://www.nytimes.com/2021/09/27/dining/hendricks-gin-katzs-pickles.html,https://static01.nyt.com/images/2021/09/29/dining/27burner-pickles/27burner-pickles-articleLarge.jpg,2021-09-27T20:48:16+0000,"A pastrami sandwich with a martini alongside is a good idea. Make them with pastrami from Katz’s Delicatessen and Hendrick’s Gin, and you can tie them together with a special edition of Katz’s pickles brined with the juniper berries, cubeb berries and coriander used in Hendrick’s, a gin famously infused with cucumber, the key pickle ingredient. The collaboration between Jake Dell, the owner of Katz’s, and Lesley Gracie, the master distiller at Hendrick’s, came about as an April Fools’ gag. This year, Hendrick’s posted a recipe for gin-infused pickles on Instagram without any intention of selling them. But the response was such that they ended up working with Katz’s. The pickles are in the half-sour category, barely; they still have the fresh green crunch of a new pickle. The brine conveys enough juniper so a splash of it along with a few slices of the pickle will enhance that martini.",the-new-york-times,The New York Times
By Emmanuel Morgan,Matthew Stafford Shines on the Stage He Longed for,"After 12 seasons in Detroit with no postseason wins, the quarterback longed to play in big games. On Sunday he delivered, beating Tom Brady and the Buccaneers in Los Angeles.",https://www.nytimes.com/2021/09/26/sports/football/matthew-stafford-bucs-rams-score.html,https://static01.nyt.com/images/2021/09/26/sports/26nfl-tbatla-1/merlin_195386223_6153b904-70c8-4cdc-bebd-96bb93e5d8bf-articleLarge.jpg,2021-09-27T03:22:54+0000,"INGLEWOOD, Calif. — Matthew Stafford said he wanted these moments.",the-new-york-times,The New York Times
By Jane Manning,It’s Not Just the Larry Nassar Case. We Are Failing Sexual Assault Victims Across the Country.,The Nassar case highlights a nationwide problem.,https://www.nytimes.com/2021/09/27/opinion/sexual-assault-victims.html,https://static01.nyt.com/images/2021/09/27/opinion/27manning1/merlin_173556699_ffa53885-815d-4b16-ac62-06faefd0a514-articleLarge.jpg,2021-09-27T12:32:07+0000,"“I blame Larry Nassar,” the Olympic gold medalist Simone Biles told assembled senators on Sept. 15, “but I also blame an entire system that enabled and perpetrated his abuse.”",the-new-york-times,The New York Times
By Johnny Diaz,Three Men Are Charged With Approaching Bears in Alaska,The men could face up to six months in prison after entering a restricted area of Katmai National Park and Preserve in 2018.,https://www.nytimes.com/2021/09/27/us/katmai-bears.html,https://static01.nyt.com/images/2021/09/27/multimedia/27xp-bears/27xp-bears-articleLarge.jpg,2021-09-27T13:55:51+0000,"Three men are facing federal charges after entering a restricted area of a national park in southwest Alaska in 2018 and approaching a group of wild brown bears while they were feeding, prosecutors said.",the-new-york-times,The New York Times
By Gaia Pianigiani and Emma Bubola,"Catalan Separatist Leaves Italy, Dodging Spain’s Latest Effort to Prosecute Him","After briefly holding Carles Puigdemont on a Spanish arrest warrant, Italian authorities released him, and he left the country on Monday.",https://www.nytimes.com/2021/09/27/world/europe/puigdemont-catalonia-arrest-italy.html,https://static01.nyt.com/images/2021/09/27/world/27Puigdemont/merlin_195298647_fdb2634f-0dd1-4a4b-9513-c2abbcaf4334-articleLarge.jpg,2021-09-27T10:02:37+0000,"Carles Puigdemont, the Catalan separatist wanted in Spain for leading a failed breakaway movement in his region four years ago, left Italy on Monday, days after his brief detention and release by Italian authorities.",the-new-york-times,The New York Times
